id,Branch,gender,Category,articleType,baseColour,season,year,usage,Product DisplayName, Price,Sales,review_score
224,Ho Chi Minh City,women,Watches,Watches,Silver,Winter,2019,Casual,Police Men White Dial Watch PL12698JS,413,714,3
225,Ho Chi Minh City,men,Topwear,Kurtas,White,Summer,2019,Ethnic,Aurelia Women Sea Green Kurta,376,661,3
226,Da Nang,women,Shoes,Casual Shoes,Brown,Summer,2021,Casual,FILA Men Liga II Black Shoes,330,301,2
227,Ho Chi Minh City,women,Jewellery,Earrings,White,Winter,2021,Casual,Estelle Women Gold Earrings,253,628,1
228,Da Nang,women,Topwear,Tops,Silver,Fall,2020,Casual,Jealous 21 Women Uaine Purple Tops,367,387,2
229,Ha Noi,women,Bottomwear,Jeans,White,Summer,2020,Casual,Tokyo Talkies Women Navy Slim Fit Jeans,215,781,2
230,Ho Chi Minh City,men,Eyewear,Sunglasses,Purple,Winter,2022,Casual,Pal Zileri Men Casual Gold Frame Sunglasses,217,221,2
231,Ho Chi Minh City,women,Shoes,Formal Shoes,Silver,Summer,2021,Formal,Arrow Men Black Formal Shoes,293,336,4
232,Ho Chi Minh City,men,Shoes,Sports Shoes,Blue,Summer,2018,Sports,Puma Men's YugoRun Black White Shoe,309,275,4
233,Ha Noi,women,Topwear,Tops,White,Summer,2019,Casual,United Colors of Benetton Women Blue Top,191,221,5
234,Ha Noi,women,Topwear,Tshirts,Blue,Summer,2020,Casual,Puma Men White and Navy Blue T-shirt,100,306,1
235,Ha Noi,women,Topwear,Tops,Silver,Fall,2021,Casual,Doodle Kids Girls City Chic White Top,341,601,5
236,Ho Chi Minh City,men,Topwear,Tops,Silver,Summer,2021,Casual,ONLY Women Black Top,158,653,1
237,Kontum,women,Fragrance,Deodorant,Brown,Spring,2021,Casual,Colour me Men Gold Deo,498,788,5
238,Ho Chi Minh City,men,Wallets,Wallets,Black,Summer,2018,Casual,Baggit Women Lamboo Mayur Black Wallet,164,508,5
239,Ha Noi,women,Topwear,Tops,White,Summer,2019,Casual,Elle Women Dark Pink Top,471,140,5
240,Da Nang,women,Shoes,Sports Shoes,Brown,Summer,2021,Sports,Nike Women Free Run Pink Sports Shoes,115,513,2
241,Ha Noi,women,Sandal,Sandals,Blue,Summer,2018,Casual,Estd. 1977 Men Black Sandals,351,160,3
242,Ha Noi,women,Flip Flops,Flip Flops,Brown,Summer,2022,Casual,ADIDAS Men Adi Cells Black Flip Flops,330,315,4
243,Kontum,women,Shoes,Casual Shoes,Blue,Summer,2021,Casual,GAS Men Brown Count Casual Shoes,112,406,5
244,Da Nang,women,Loungewear and Nightwear,Bath Robe,White,Winter,2019,Casual,Red Rose Women White & Pink Polka Dot Print Bath Robe,453,133,2
245,Ha Noi,women,Headwear,Caps,Blue,Fall,2022,Casual,Puma Unisex White Cap,211,482,5
246,Ha Noi,women,Mufflers,Mufflers,White,Fall,2021,Casual,United Colors Of Benetton Women Yellow Muffler,277,391,1
247,Kontum,women,Flip Flops,Flip Flops,White,Summer,2020,Casual,ADIDAS Women's Adi Groove Blue Flip Flop,399,356,2
248,Ha Noi,women,Flip Flops,Flip Flops,Black,Summer,2021,Casual,Coolers Men Brown Pokar Flip Flops,224,536,1
249,Ho Chi Minh City,men,Bags,Handbags,Silver,Fall,2020,Casual,Baggit Women Beige Bag,243,132,1
250,Kontum,men,Topwear,Kurtas,Brown,Summer,2019,Ethnic,Aurelia Women Navy Blue Kurta,414,556,4
251,Da Nang,women,Shoes,Sports Shoes,Silver,Fall,2022,Sports,Puma Men Cabana Racer Sketch White Sports Shoes,328,187,2
252,Ho Chi Minh City,men,Topwear,Shirts,White,Fall,2018,Casual,Locomotive Men Check Red Shirt,437,459,2
253,Ha Noi,men,Shoes,Casual Shoes,Blue,Fall,2021,Casual,Nike Men White Capri II Casual Shoe,418,413,1
254,Da Nang,men,Topwear,Shirts,Black,Fall,2019,Casual,Scullers Men Scul Purple White Shirt,118,254,1
255,Ha Noi,men,Topwear,Tunics,Black,Summer,2018,Casual,Fusion Beats Women White Printed Tunic,271,426,1
256,Kontum,men,Topwear,Kurtas,Black,Fall,2019,Ethnic,Mother Earth Women Blue Kurta,266,647,1
257,Ho Chi Minh City,women,Shoes,Flats,Brown,Winter,2020,Casual,Inc 5 Women Brown Heels,253,696,4
258,Da Nang,men,Topwear,Jackets,Silver,Summer,2019,Casual,Forever New Women Stone Cream Jacket,267,724,4
259,Ho Chi Minh City,women,Topwear,Kurtas,Purple,Summer,2019,Ethnic,W Women Peach Kurta,144,659,5
260,Kontum,women,Topwear,Shirts,Silver,Fall,2021,Casual,Basics Men Blue Slim Fit Checked Shirt,175,312,5
261,Da Nang,women,Shoes,Heels,Brown,Winter,2019,Casual,Catwalk Women Golden Wedges,133,715,2
262,Da Nang,women,Topwear,Tops,Silver,Summer,2021,Casual,United Colors of Benetton Women Solid Purple Top,106,397,5
263,Ho Chi Minh City,women,Topwear,Tops,Blue,Summer,2020,Casual,Scullers For Her Women Blue Top,447,553,1
264,Da Nang,men,Shoes,Flats,Brown,Winter,2021,Casual,Rocia Women Copper Sandals,178,621,2
265,Kontum,women,Topwear,Tshirts,Purple,Summer,2018,Casual,Classic Polo Men's Swiss Yellow T-shirt,393,597,5
266,Ha Noi,women,Topwear,Tshirts,White,Fall,2019,Casual,Tantra Men's Black Sabbath Navy T-shirt,152,681,1
267,Da Nang,men,Belts,Belts,Silver,Summer,2021,Casual,Lino Perros Men Black Leather Belt,117,738,1
268,Kontum,women,Sandal,Sandals,White,Summer,2022,Casual,Gas Men Eldorado Tan Casual  Sandals,116,604,5
269,Ho Chi Minh City,women,Innerwear,Briefs,Brown,Summer,2019,Casual,Enamor Women Pack of 3 Mid-Rise Bikini Brief,163,475,2
270,Ha Noi,men,Topwear,Tshirts,Blue,Summer,2020,Casual,French Connection Men White T-shirt,104,364,4
271,Kontum,women,Shoes,Flats,White,Fall,2022,Casual,Carlton London Women Wedge Silver Sandal,429,193,5
272,Ho Chi Minh City,men,Bags,Clutches,Silver,Summer,2021,Casual,Yelloe Off White Fur Zip Clutch,480,617,2
273,Da Nang,men,Topwear,Tops,White,Fall,2018,Casual,Palm Tree Kids Girls Printed White Tops,311,243,4
274,Ho Chi Minh City,men,Innerwear,Briefs,Black,Summer,2018,Casual,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,258,267,1
275,Ho Chi Minh City,men,Lips,Lipstick,White,Spring,2020,Casual,Revlon Super Lusterous Lipstick 304,423,537,5
276,Da Nang,women,Fragrance,Perfume and Body Mist,Purple,Spring,2019,Casual,Formula 1 Go Men Perfume,210,186,5
277,Ho Chi Minh City,women,Topwear,Tops,Brown,Summer,2018,Casual,Palm Tree Girls Pink Top,272,372,4
278,Da Nang,women,Headwear,Caps,Purple,Summer,2022,Sports,ADIDAS Unisex Blue Cap,329,563,1
279,Da Nang,men,Topwear,Tshirts,Purple,Fall,2021,Casual,United Colors of Benetton Men Olive Tshirts,330,653,2
280,Da Nang,men,Wallets,Wallets,Black,Summer,2019,Casual,United Colors of Benetton Men Solid Black Wallets,425,604,4
281,Ha Noi,women,Topwear,Tops,Blue,Summer,2021,Casual,Tokyo Talkies Women Yellow Top,462,396,5
282,Ha Noi,women,Topwear,Tshirts,Blue,Fall,2020,Casual,Arrow Sport Men Solid White Polo Tshirts,232,632,1
283,Ha Noi,women,Shoes,Sports Shoes,Silver,Fall,2019,Sports,Kalenji Ekiden 200 Wn Purple 2011,438,458,5
284,Ho Chi Minh City,women,Flip Flops,Flip Flops,Black,Summer,2021,Casual,Lotto Women Coral Elegant Flip Flops,197,134,1
285,Ho Chi Minh City,women,Topwear,Shirts,Brown,Fall,2019,Casual,Flying Machine Men Check Green Shirts,233,220,4
286,Kontum,men,Topwear,Tshirts,Brown,Fall,2018,Casual,Wrangler Men Applique Navy Blue Tshirt,226,421,4
287,Ha Noi,women,Flip Flops,Flip Flops,Brown,Winter,2022,Casual,Puma Men's Winglet II Grey Yellow White Flip Flop,109,602,5
288,Ho Chi Minh City,women,Sandal,Sandals,Silver,Summer,2021,Casual,Lee Cooper Men Brown Casual Sandals,483,734,4
289,Ha Noi,women,Sandal,Sandals,Blue,Fall,2021,Casual,Puma Men Olive Techno Ind Sandal,359,795,4
290,Da Nang,women,Topwear,Tshirts,Blue,Summer,2021,Casual,Urban Yoga Women Printed Pink T-shirt,295,756,5
291,Kontum,men,Innerwear,Trunk,Black,Summer,2020,Casual,Chromozome Men Charcoal Trunk Trunks,207,190,1
292,Ha Noi,women,Topwear,Shirts,Blue,Summer,2019,Casual,Palm Tree Boys Check Blue Shirt,280,336,5
293,Ha Noi,women,Lips,Lipstick,Silver,Spring,2021,Casual,Lakme Absolute Lip Last Day Kiss Lip Colour,489,590,5
294,Kontum,women,Topwear,Shirts,Purple,Fall,2022,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,493,344,5
295,Da Nang,women,Bags,Handbags,Purple,Winter,2019,Casual,Murcia Women White With Stitch Bag,318,787,1
296,Kontum,men,Watches,Watches,Silver,Winter,2018,Casual,Fastrack Men Black Watch,259,713,5
297,Ho Chi Minh City,men,Topwear,Tshirts,White,Fall,2019,Sports,ADIDAS Men Stripe Polo White Polo T-shirt,213,241,3
298,Kontum,women,Innerwear,Bra,Silver,Summer,2021,Casual,Lovable Women Fiona Purple Bra,428,235,5
299,Da Nang,women,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2020,Casual,Jockey Women Blue Lounge Pants,326,615,4
300,Kontum,women,Skin Care,Face Wash and Cleanser,Blue,Spring,2020,Casual,Lotus Herbals Neem & Clove Purifying Face Wash,330,146,5
301,Da Nang,men,Topwear,Tops,White,Summer,2021,Casual,Sepia Women Printed Magenta Top,345,94,5
302,Da Nang,men,Topwear,Tops,Silver,Summer,2019,Casual,Arrow Woman Olive Top,473,179,2
303,Ha Noi,men,Innerwear,Innerwear Vests,Brown,Summer,2021,Casual,Levis Men Grey Innerwear T-Shirt,214,648,4
304,Ha Noi,women,Topwear,Shirts,White,Fall,2021,Casual,Scullers Men Price Catch Black Shirts,359,622,4
305,Kontum,men,Saree,Sarees,Blue,Fall,2022,Ethnic,Fabindia Beige & Maroon Mull Printed Saree,461,226,5
306,Ha Noi,women,Dress,Dresses,Brown,Summer,2022,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,271,222,5
307,Kontum,women,Topwear,Tshirts,Purple,Summer,2021,Casual,Indian Terrain Men Blue T-shirt,224,528,5
308,Kontum,men,Shoes,Heels,Silver,Summer,2019,Casual,Enroute Women Casual Black Flats,269,198,4
309,Ho Chi Minh City,women,Bags,Handbags,Purple,Winter,2022,Casual,Baggit Women Umbrella Dum Brown Handbag,278,609,3
310,Da Nang,women,Jewellery,Necklace and Chains,White,Summer,2018,Casual,Lencia Grey Swarovski Pearl Necklace,450,684,2
311,Ho Chi Minh City,men,Watches,Watches,Purple,Winter,2021,Casual,CASIO SHEEN Women Red Dial Watch SX017,271,244,1
312,Da Nang,women,Watches,Watches,Brown,Winter,2022,Casual,Maxima Men Black Watch,358,623,3
313,Da Nang,women,Topwear,Kurtas,White,Summer,2018,Ethnic,Mother Earth Women Printed Cream Kurta,210,160,1
314,Ho Chi Minh City,women,Bags,Handbags,Silver,Winter,2021,Casual,Lino Perros Women Leatherite Orange Handbag,454,781,1
315,Da Nang,women,Topwear,Shirts,Purple,Fall,2021,Casual,United Colors Of Benetton Men Summer Black Shirts,432,369,2
316,Kontum,men,Topwear,Tops,Purple,Summer,2020,Casual,Wrangler Women White Smocked Top,305,351,4
317,Ho Chi Minh City,men,Socks,Socks,Silver,Summer,2022,Casual,United Colors of Benetton Men Pack of 2 Grey Socks,405,279,5
318,Kontum,women,Watches,Watches,Brown,Winter,2021,Casual,Esprit Women White Dial Watch,202,293,5
319,Kontum,women,Bags,Duffel Bag,Silver,Winter,2018,Casual,Wildcraft Unisex Red Duffle Bag,192,80,5
320,Ha Noi,men,Fragrance,Perfume and Body Mist,Purple,Spring,2019,Casual,Nike Fragrances Women Trendy Perfume 75ml,253,124,2
321,Kontum,women,Fragrance,Perfume and Body Mist,Black,Spring,2018,Casual,J.Del Pozo Halloween Kiss Sexy Women Perfume,251,377,2
322,Ho Chi Minh City,women,Topwear,Tshirts,Black,Summer,2021,Casual,Wrangler Cowboy Photo T-shirt,245,427,5
323,Ho Chi Minh City,men,Eyewear,Sunglasses,Blue,Winter,2021,Casual,Van Heusen Unisex Brown Sunglasses,144,626,2
324,Da Nang,men,Shoes,Formal Shoes,Black,Fall,2018,Formal,Enroute Men Leather Black Formal Shoes,222,123,5
325,Kontum,men,Sandal,Sports Sandals,White,Summer,2022,Casual,Reebok Men Navy Twist Sandals,223,583,2
326,Ha Noi,women,Topwear,Tshirts,Blue,Summer,2021,Casual,Basics Men Pack of 3 T-shirt,265,737,4
327,Kontum,women,Bags,Backpacks,Silver,Winter,2021,Casual,Wildcraft Unisex Black Outdoor Backpack,472,89,5
328,Da Nang,men,Topwear,Tshirts,Purple,Summer,2022,Sports,Nike Men's As Icon Blue T-shirt,433,317,1
329,Ho Chi Minh City,men,Fragrance,Deodorant,Silver,Spring,2021,Casual,Rasasi Men Emotion Deo and Perfume Set,132,249,3
330,Ho Chi Minh City,men,Bottomwear,Track Pants,Black,Fall,2021,Casual,Proline Men Navy Track Pants,465,274,4
331,Da Nang,women,Wallets,Wallets,Black,Winter,2018,Casual,Lino Perros Women Blue Zip Orange Wallet,211,596,4
332,Ho Chi Minh City,men,Shoes,Casual Shoes,White,Winter,2022,Casual,Red Chief Men Black Shoes,242,175,5
333,Ho Chi Minh City,men,Makeup,Foundation and Primer,Purple,Summer,2019,Casual,Lakme Nine to Five Flawless Makeup Shell Foundation,435,545,3
334,Da Nang,women,Topwear,Tshirts,Brown,Summer,2022,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,162,409,5
335,Ho Chi Minh City,women,Shoes,Sports Shoes,White,Summer,2021,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,455,144,3
336,Da Nang,women,Eyewear,Sunglasses,White,Winter,2020,Casual,Ray-Ban Men Active Lifestyle Black Sunglasses,157,457,4
337,Da Nang,women,Topwear,Shirts,Purple,Fall,2019,Casual,John Miller Men Stripes Blue Shirts,191,609,3
338,Ha Noi,women,Shoes,Sports Shoes,Black,Fall,2021,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,489,590,1
339,Ha Noi,women,Topwear,Tunics,Brown,Summer,2019,Casual,109F Women Red & White Striped Tunic,129,622,5
340,Kontum,men,Bottomwear,Jeans,Purple,Fall,2020,Casual,Locomotive Men Washed Blue Jeans,266,573,4
341,Ha Noi,men,Flip Flops,Flip Flops,Purple,Fall,2022,Casual,Puma Men Danny Blue Slipper,309,559,3
342,Kontum,women,Topwear,Sweaters,White,Summer,2021,Casual,United Colors of Benetton Men Solid Blue Sweater,244,88,1
343,Ho Chi Minh City,men,Topwear,Tshirts,Blue,Fall,2021,Sports,Puma Men's Large Logo Graphic White French T-shirt,248,535,5
344,Kontum,women,Watches,Watches,Purple,Winter,2021,Casual,Fastrack Men New Analog Black Navy Watch,415,431,4
345,Ha Noi,women,Socks,Socks,White,Summer,2020,Casual,Calzini Men Pack of 5 Sports Socks,451,200,5
346,Da Nang,men,Apparel Set,Kurta Sets,White,Fall,2020,Ethnic,Aneri Women Purple Salwar Suit,110,592,5
347,Kontum,men,Fragrance,Perfume and Body Mist,Brown,Spring,2018,Casual,Bulgari Women Omnia Perfume,256,90,2
348,Kontum,men,Bottomwear,Trousers,Brown,Summer,2019,Casual,Elle Women Brown Trousers,452,106,1
349,Ha Noi,women,Shoes,Casual Shoes,Purple,Fall,2019,Casual,United Colors of Benetton Men Casual Black Shoes,252,499,5
350,Da Nang,women,Sandal,Sandals,Purple,Summer,2022,Casual,Estd. 1977 Men Black Sandals,188,146,4
351,Da Nang,men,Sandal,Sandals,Silver,Summer,2019,Casual,ADIDAS Men Kendall Black Navy Floater,105,232,4
352,Ha Noi,men,Bags,Clutches,Silver,Fall,2018,Casual,Rocky S Women Red Clutch,464,474,2
353,Kontum,men,Free Gifts,Free Gifts,White,Winter,2019,Sports,Q&Q Men Black Digital Watch,379,429,3
354,Kontum,women,Topwear,Shirts,Silver,Fall,2022,Casual,Turtle Solid Men  Burgundy Shirt,332,743,4
355,Ha Noi,women,Watches,Watches,White,Winter,2022,Casual,Helix Women Silver Dial Watch,225,141,5
356,Kontum,women,Wallets,Wallets,Blue,Summer,2022,Casual,United Colors of Benetton Women Solid Coffee Brown Wallets,434,222,3
357,Kontum,men,Watches,Watches,White,Winter,2022,Casual,Titan Men Black Dial Watch,375,262,1
358,Ho Chi Minh City,women,Watches,Watches,Black,Winter,2021,Casual,Morellato Men Black Watch,340,440,3
359,Da Nang,women,Topwear,Tshirts,Silver,Fall,2019,Casual,Wrangler Men Polo Charcoal T-shirt,244,323,4
360,Ho Chi Minh City,men,Sandal,Sandals,Silver,Summer,2021,Casual,Franco Leone Men Brown Sandals,367,213,2
361,Kontum,men,Belts,Belts,White,Summer,2020,Casual,Bulchee Men Plain Jeans White Belt,243,249,5
362,Da Nang,women,Innerwear,Briefs,Purple,Summer,2018,Casual,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,448,722,5
363,Ho Chi Minh City,women,Bags,Handbags,White,Summer,2018,Casual,Fabindia Women Black Silk Handbag,335,599,5
364,Ho Chi Minh City,men,Bottomwear,Jeans,Purple,Summer,2018,Casual,Jealous 21 Women Washed Blue Jeans,383,384,5
365,Ha Noi,women,Bottomwear,Trousers,Blue,Fall,2021,Casual,Palm Tree Kids Boy Solid Brown Trousers,326,283,1
366,Kontum,women,Topwear,Tops,Brown,Summer,2021,Casual,French Connection Women Blue Top,358,527,2
367,Kontum,women,Topwear,Tshirts,Black,Fall,2022,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,481,437,5
368,Ha Noi,men,Topwear,Tops,Brown,Summer,2021,Casual,Gini and Jony Girls Red Top,173,420,3
369,Ha Noi,men,Shoes,Casual Shoes,Purple,Fall,2019,Casual,ADIDAS Men Vigor Blue Casual Shoes,180,675,2
370,Da Nang,women,Socks,Socks,White,Summer,2020,Casual,Lino Perros Men Pack of 2 Socks,388,589,3
371,Ho Chi Minh City,men,Topwear,Tshirts,Blue,Summer,2021,Casual,ADIDAS Men's Stripe Black T-shirt,476,125,2
372,Kontum,men,Watches,Watches,Blue,Winter,2019,Casual,ADIDAS Original Men Black Dial Chronograph Watch ADH2641,241,187,1
373,Kontum,men,Shoes,Heels,Black,Summer,2021,Casual,Enroute Women Casual White Heels,271,677,5
374,Kontum,women,Topwear,Tshirts,White,Summer,2021,Casual,Puma Men Grey T-shirt,411,597,5
375,Kontum,men,Fragrance,Perfume and Body Mist,Silver,Spring,2022,Casual,ADIDAS Men Intense Touch  Perfume,108,347,5
376,Da Nang,men,Sandal,Sandals,Blue,Summer,2020,Casual,Ganuchi Men Casual Olive Sandals,473,439,2
377,Da Nang,men,Watches,Watches,Blue,Winter,2022,Casual,Maxima Men White Dial Watch,470,423,2
378,Ha Noi,women,Bottomwear,Jeans,Silver,Summer,2022,Casual,Denizen Women Blue Jeans,464,327,3
379,Ha Noi,men,Shoes,Flats,Blue,Summer,2022,Casual,Puma Women Grace Silver Sandals,460,207,3
380,Da Nang,women,Loungewear and Nightwear,Night suits,Black,Summer,2018,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,416,458,5
381,Kontum,women,Bottomwear,Jeans,Brown,Fall,2021,Casual,Jealous 21 Women's Aaren Black Jegging,187,237,5
382,Da Nang,women,Bottomwear,Track Pants,Silver,Summer,2019,Casual,Urban Yoga Women Black Track Pants,137,421,5
383,Ha Noi,women,Topwear,Shirts,Brown,Summer,2022,Formal,Indigo Nation Men Grey Striped Shirt,466,180,3
384,Da Nang,men,Topwear,Shirts,Blue,Fall,2018,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts,390,268,5
385,Da Nang,women,Lips,Lipstick,White,Spring,2018,Casual,Lakme Absolute Matte Merlot Lipstick 45,369,247,5
386,Da Nang,women,Bags,Backpacks,Black,Fall,2018,Casual,Nike Unisex Hayward 25M Grey Backpack,170,710,1
387,Ha Noi,women,Loungewear and Nightwear,Lounge Pants,Black,Winter,2021,Casual,Jockey Women Black Lounge Pants,369,566,5
388,Kontum,men,Shoes,Sports Shoes,Purple,Summer,2019,Sports,ADIDAS Men Sukoi White Sports Shoes,119,84,5
389,Kontum,women,Shoes,Sports Shoes,Purple,Winter,2020,Sports,Fila Men Grey Hex Sports Shoes,477,738,5
390,Ho Chi Minh City,women,Bags,Backpacks,Silver,Winter,2021,Casual,Wildcraft Unisex Black Backpack,426,632,2
391,Da Nang,men,Topwear,Shirts,Purple,Summer,2021,Casual,John Players Men Check Blue Shirt,467,685,1
392,Ha Noi,men,Flip Flops,Flip Flops,Purple,Fall,2021,Casual,Lotto Women XL Kelly Pink Slippers,193,395,5
393,Ha Noi,men,Eyewear,Sunglasses,White,Winter,2022,Casual,Image Men Sunglasses,373,789,2
394,Ha Noi,women,Bottomwear,Skirts,Blue,Summer,2019,Casual,Mineral Women Grey Skirt,378,356,1
395,Kontum,men,Jewellery,Pendant,White,Summer,2021,Casual,Lucera Women Silver Pendant,200,169,5
396,Ho Chi Minh City,men,Topwear,Tshirts,Silver,Summer,2021,Sports,ADIDAS Men's Slim Fit White T-shirt,177,338,5
397,Kontum,men,Innerwear,Innerwear Vests,White,Summer,2022,Casual,Levis Men Comfort Style White Innerwear Vest,192,427,4
398,Ho Chi Minh City,women,Watches,Watches,White,Winter,2021,Casual,Maxima Men Silver Dial Attivo Watch,344,750,1
399,Da Nang,women,Topwear,Kurtas,White,Summer,2019,Ethnic,Mother Earth Women Printed Yellow Kurta,374,424,2
400,Ha Noi,women,Shoes,Sports Shoes,Purple,Fall,2021,Sports,Lee Cooper Men Black Sports Shoes,278,658,2
401,Ha Noi,men,Bags,Trolley Bag,Blue,Summer,2021,Casual,Peter England Unisex Black One Dayer Black Trolley Bag,185,384,5
402,Kontum,women,Wallets,Wallets,Blue,Summer,2021,Casual,JAG Men Black Leather Wallet,224,606,4
403,Ha Noi,women,Bottomwear,Jeans,Silver,Summer,2021,Casual,Lee Men Blue Chicago Fit Jeans,242,683,5
404,Da Nang,men,Topwear,Tshirts,Brown,Fall,2018,Casual,United Colors of Benetton Men Black T-shirt,384,791,5
405,Ha Noi,women,Topwear,Tops,Black,Summer,2022,Casual,Tonga Women Grey Top,259,570,5
406,Ho Chi Minh City,women,Shoes,Sports Shoes,Brown,Summer,2021,Sports,Puma Women Kuris Silver & Grey Sports Shoes,309,291,5
407,Kontum,women,Scarves,Scarves,Black,Summer,2020,Casual,Femella Women Yellow & Blue Scarf,446,797,2
408,Da Nang,men,Topwear,Tshirts,White,Summer,2021,Casual,Nike Men Red Delhi T-shirt,123,666,3
409,Ha Noi,men,Shoes,Casual Shoes,Purple,Summer,2018,Casual,Puma Men Cavallino Black Shoe,294,227,1
410,Kontum,women,Topwear,Shirts,White,Summer,2018,Casual,Gini and Jony Boy's Kaleb White Brown Infant Kidswear,120,703,3
411,Ha Noi,women,Topwear,Tshirts,Brown,Fall,2018,Casual,Wrangler Men Dirt Riders White T-Shirts,454,109,1
412,Kontum,women,Saree,Sarees,Purple,Fall,2018,Ethnic,FNF Rust Wedding Collection Sari,415,772,2
413,Ha Noi,women,Bags,Handbags,White,Summer,2020,Casual,French Connection Women Multi Stripe Hand Bag,248,182,1
414,Ha Noi,men,Jewellery,Bracelet,Silver,Winter,2021,Casual,Allen Solly Woman Purple Bangle,424,253,5
415,Ho Chi Minh City,women,Innerwear,Briefs,Brown,Summer,2022,Casual,Facit Men Black Brief,202,103,5
416,Ha Noi,men,Bottomwear,Capris,Blue,Summer,2022,Casual,Do u speak Green Girls Olive 3/4 Pant,478,205,1
417,Ho Chi Minh City,men,Fragrance,Deodorant,Black,Spring,2020,Casual,Police Women Passion Deo,406,424,4
